,Month_Year,State,County,value,PR_State
0,2020-04-01,AK,Aleutians East Borough ,0,US
1,2020-04-01,AK,Aleutians West Census Area ,0,US
2,2020-04-01,AK,Bethel Census Area ,0,US
3,2020-04-01,AK,Bristol Bay Borough ,0,US
4,2020-04-01,AK,City and Borough of Juneau,0,US
5,2020-04-01,AK,City and Borough of Sitka,0,US
6,2020-04-01,AK,City and Borough of Wrangell,0,US
7,2020-04-01,AK,City and Borough of Yakutat,0,US
8,2020-04-01,AK,Denali Borough ,0,US
9,2020-04-01,AK,Dillingham Census Area ,0,US
10,2020-04-01,AK,Fairbanks North Star Borough ,22,US
11,2020-04-01,AK,Haines Borough ,0,US
12,2020-04-01,AK,Hoonah-Angoon Census Area ,0,US
13,2020-04-01,AK,Kenai Peninsula Borough ,11,US
14,2020-04-01,AK,Ketchikan Gateway Borough ,0,US
15,2020-04-01,AK,Kodiak Island Borough ,0,US
16,2020-04-01,AK,Kusilvak Census Area ,0,US
17,2020-04-01,AK,Lake and Peninsula Borough ,0,US
18,2020-04-01,AK,Matanuska-Susitna Borough ,11,US
19,2020-04-01,AK,Municipality of Anchorage,44,US
20,2020-04-01,AK,Municipality of Skagway,0,US
21,2020-04-01,AK,Nome Census Area ,0,US
22,2020-04-01,AK,North Slope Borough ,0,US
23,2020-04-01,AK,Northwest Arctic Borough ,0,US
24,2020-04-01,AK,Petersburg Borough ,11,US
25,2020-04-01,AK,Prince of Wales - Hyder Census Area ,0,US
26,2020-04-01,AK,Southeast Fairbanks Census Area ,0,US
27,2020-04-01,AK,Valdez-Cordova Census Area ,0,US
28,2020-04-01,AK,Yukon-Koyukuk Census Area ,0,US
29,2020-04-01,AL,Autauga,23,US
30,2020-04-01,AL,Baldwin,22,US
31,2020-04-01,AL,Barbour,2,US
32,2020-04-01,AL,Bibb,0,US
33,2020-04-01,AL,Blount,0,US
34,2020-04-01,AL,Bullock,0,US
35,2020-04-01,AL,Butler,5,US
36,2020-04-01,AL,Calhoun,32,US
37,2020-04-01,AL,Chambers,188,US
38,2020-04-01,AL,Cherokee,0,US
39,2020-04-01,AL,Chilton,8,US
40,2020-04-01,AL,Choctaw,0,US
41,2020-04-01,AL,Clarke,10,US
42,2020-04-01,AL,Clay,8,US
43,2020-04-01,AL,Cleburne,9,US
44,2020-04-01,AL,Coffee,0,US
45,2020-04-01,AL,Colbert,18,US
46,2020-04-01,AL,Conecuh,0,US
47,2020-04-01,AL,Coosa,11,US
48,2020-04-01,AL,Covington,5,US
49,2020-04-01,AL,Crenshaw,0,US
50,2020-04-01,AL,Cullman,0,US
51,2020-04-01,AL,Dale,0,US
52,2020-04-01,AL,Dallas,26,US
53,2020-04-01,AL,DeKalb,22,US
54,2020-04-01,AL,Elmore,13,US
55,2020-04-01,AL,Escambia,9,US
56,2020-04-01,AL,Etowah,87,US
57,2020-04-01,AL,Fayette,0,US
58,2020-04-01,AL,Franklin,0,US
59,2020-04-01,AL,Geneva,0,US
60,2020-04-01,AL,Greene,3,US
61,2020-04-01,AL,Hale,14,US
62,2020-04-01,AL,Henry,7,US
63,2020-04-01,AL,Houston,30,US
64,2020-04-01,AL,Jackson,22,US
65,2020-04-01,AL,Jefferson,358,US
66,2020-04-01,AL,Lamar,0,US
67,2020-04-01,AL,Lauderdale,22,US
68,2020-04-01,AL,Lawrence,0,US
69,2020-04-01,AL,Lee,235,US
70,2020-04-01,AL,Limestone,0,US
71,2020-04-01,AL,Lowndes,8,US
72,2020-04-01,AL,Macon,22,US
73,2020-04-01,AL,Madison,44,US
74,2020-04-01,AL,Marengo,29,US
75,2020-04-01,AL,Marion,58,US
76,2020-04-01,AL,Marshall,50,US
77,2020-04-01,AL,Mobile,435,US
78,2020-04-01,AL,Monroe,11,US
79,2020-04-01,AL,Montgomery,44,US
80,2020-04-01,AL,Morgan,0,US
81,2020-04-01,AL,Perry,0,US
82,2020-04-01,AL,Pickens,9,US
83,2020-04-01,AL,Pike,0,US
84,2020-04-01,AL,Randolph,41,US
85,2020-04-01,AL,Russell,0,US
86,2020-04-01,AL,Shelby,91,US
87,2020-04-01,AL,St. Clair,0,US
88,2020-04-01,AL,Sumter,13,US
89,2020-04-01,AL,Talladega,20,US
90,2020-04-01,AL,Tallapoosa,171,US
91,2020-04-01,AL,Tuscaloosa,2,US
92,2020-04-01,AL,Walker,0,US
93,2020-04-01,AL,Washington,11,US
94,2020-04-01,AL,Wilcox,8,US
95,2020-04-01,AL,Winston,0,US
96,2020-04-01,AR,Arkansas,0,US
97,2020-04-01,AR,Ashley,0,US
98,2020-04-01,AR,Baxter,0,US
99,2020-04-01,AR,Benton,0,US
100,2020-04-01,AR,Boone,0,US
101,2020-04-01,AR,Bradley,11,US
102,2020-04-01,AR,Calhoun,0,US
103,2020-04-01,AR,Carroll,0,US
104,2020-04-01,AR,Chicot,0,US
105,2020-04-01,AR,Clark,0,US
106,2020-04-01,AR,Clay,0,US
107,2020-04-01,AR,Cleburne,44,US
108,2020-04-01,AR,Cleveland,0,US
109,2020-04-01,AR,Columbia,0,US
110,2020-04-01,AR,Conway,11,US
111,2020-04-01,AR,Craighead,0,US
112,2020-04-01,AR,Crawford,0,US
113,2020-04-01,AR,Crittenden,55,US
114,2020-04-01,AR,Cross,0,US
115,2020-04-01,AR,Dallas,0,US
116,2020-04-01,AR,Desha,0,US
117,2020-04-01,AR,Drew,11,US
118,2020-04-01,AR,Faulkner,22,US
119,2020-04-01,AR,Franklin,0,US
120,2020-04-01,AR,Fulton,0,US
121,2020-04-01,AR,Garland,0,US
122,2020-04-01,AR,Grant,0,US
123,2020-04-01,AR,Greene,0,US
124,2020-04-01,AR,Hempstead,11,US
125,2020-04-01,AR,Hot Spring,0,US
126,2020-04-01,AR,Howard,0,US
127,2020-04-01,AR,Independence,0,US
128,2020-04-01,AR,Izard,0,US
129,2020-04-01,AR,Jackson,0,US
130,2020-04-01,AR,Jefferson,101,US
131,2020-04-01,AR,Johnson,0,US
132,2020-04-01,AR,Lafayette,5,US
133,2020-04-01,AR,Lawrence,12,US
134,2020-04-01,AR,Lee,11,US
135,2020-04-01,AR,Lincoln,0,US
136,2020-04-01,AR,Little River,0,US
137,2020-04-01,AR,Logan,0,US
138,2020-04-01,AR,Lonoke,0,US
139,2020-04-01,AR,Madison,0,US
140,2020-04-01,AR,Marion,0,US
141,2020-04-01,AR,Miller,9,US
142,2020-04-01,AR,Mississippi,0,US
143,2020-04-01,AR,Monroe,0,US
144,2020-04-01,AR,Montgomery,0,US
145,2020-04-01,AR,Nevada,0,US
146,2020-04-01,AR,Newton,0,US
147,2020-04-01,AR,Ouachita,0,US
148,2020-04-01,AR,Perry,0,US
149,2020-04-01,AR,Phillips,11,US
150,2020-04-01,AR,Pike,0,US
151,2020-04-01,AR,Poinsett,3,US
152,2020-04-01,AR,Polk,0,US
153,2020-04-01,AR,Pope,0,US
154,2020-04-01,AR,Prairie,0,US
155,2020-04-01,AR,Pulaski,154,US
156,2020-04-01,AR,Randolph,0,US
157,2020-04-01,AR,Saline,11,US
158,2020-04-01,AR,Scott,0,US
159,2020-04-01,AR,Searcy,0,US
160,2020-04-01,AR,Sebastian,0,US
161,2020-04-01,AR,Sevier,2,US
162,2020-04-01,AR,Sharp,0,US
163,2020-04-01,AR,St. Francis,0,US
164,2020-04-01,AR,Stone,0,US
165,2020-04-01,AR,Union,0,US
166,2020-04-01,AR,Van Buren,22,US
167,2020-04-01,AR,Washington,23,US
168,2020-04-01,AR,White,11,US
169,2020-04-01,AR,Woodruff,0,US
170,2020-04-01,AR,Yell,0,US
171,2020-04-01,AZ,Apache,55,US
172,2020-04-01,AZ,Cochise,0,US
173,2020-04-01,AZ,Coconino,388,US
174,2020-04-01,AZ,Gila,0,US
175,2020-04-01,AZ,Graham,0,US
176,2020-04-01,AZ,Greenlee,0,US
177,2020-04-01,AZ,La Paz,0,US
178,2020-04-01,AZ,Maricopa,1277,US
179,2020-04-01,AZ,Mohave,46,US
180,2020-04-01,AZ,Navajo,176,US
181,2020-04-01,AZ,Pima,801,US
182,2020-04-01,AZ,Pinal,97,US
183,2020-04-01,AZ,Santa Cruz,0,US
184,2020-04-01,AZ,Yavapai,13,US
185,2020-04-01,AZ,Yuma,11,US
186,2020-04-01,CA,Alameda,552,PR
187,2020-04-01,CA,Alpine,0,PR
188,2020-04-01,CA,Amador,0,PR
189,2020-04-01,CA,Butte,0,PR
190,2020-04-01,CA,Calaveras,0,PR
191,2020-04-01,CA,City and,242,PR
192,2020-04-01,CA,Colusa,0,PR
193,2020-04-01,CA,Contra Costa,264,PR
194,2020-04-01,CA,Del Norte,0,PR
195,2020-04-01,CA,El Dorado,0,PR
196,2020-04-01,CA,Fresno,77,PR
197,2020-04-01,CA,Glenn,0,PR
198,2020-04-01,CA,Humboldt,0,PR
199,2020-04-01,CA,Imperial,79,PR
200,2020-04-01,CA,Inyo,6,PR
201,2020-04-01,CA,Kern,49,PR
202,2020-04-01,CA,Kings,11,PR
203,2020-04-01,CA,Lake,0,PR
204,2020-04-01,CA,Lassen,0,PR
205,2020-04-01,CA,Los Angeles,9571,PR
206,2020-04-01,CA,Madera,22,PR
207,2020-04-01,CA,Marin,127,PR
208,2020-04-01,CA,Mariposa,0,PR
209,2020-04-01,CA,Mendocino,0,PR
210,2020-04-01,CA,Merced,33,PR
211,2020-04-01,CA,Modoc,0,PR
212,2020-04-01,CA,Mono,11,PR
213,2020-04-01,CA,Monterey,47,PR
214,2020-04-01,CA,Napa,22,PR
215,2020-04-01,CA,Nevada,11,PR
216,2020-04-01,CA,Orange,419,PR
217,2020-04-01,CA,Placer,88,PR
218,2020-04-01,CA,Plumas,0,PR
219,2020-04-01,CA,Riverside,1298,PR
220,2020-04-01,CA,Sacramento,435,PR
221,2020-04-01,CA,San Benito,22,PR
222,2020-04-01,CA,San Bernardino,869,PR
223,2020-04-01,CA,San Diego,1154,PR
224,2020-04-01,CA,San Joaquin,254,PR
225,2020-04-01,CA,San Luis Obispo,11,PR
226,2020-04-01,CA,San Mateo,441,PR
227,2020-04-01,CA,Santa Barbara,69,PR
228,2020-04-01,CA,Santa Clara,1090,PR
229,2020-04-01,CA,Santa Cruz,22,PR
230,2020-04-01,CA,Shasta,11,PR
231,2020-04-01,CA,Sierra,0,PR
232,2020-04-01,CA,Siskiyou,0,PR
233,2020-04-01,CA,Solano,42,PR
234,2020-04-01,CA,Sonoma,22,PR
235,2020-04-01,CA,Stanislaus,74,PR
236,2020-04-01,CA,Sutter,22,PR
237,2020-04-01,CA,Tehama,0,PR
238,2020-04-01,CA,Trinity,0,PR
239,2020-04-01,CA,Tulare,325,PR
240,2020-04-01,CA,Tuolumne,0,PR
241,2020-04-01,CA,Ventura,174,PR
242,2020-04-01,CA,Yolo,148,PR
243,2020-04-01,CA,Yuba,11,PR
244,2020-04-01,CO,Adams,597,US
245,2020-04-01,CO,Alamosa,22,US
246,2020-04-01,CO,Arapahoe,1266,US
247,2020-04-01,CO,Archuleta,0,US
248,2020-04-01,CO,Baca,0,US
249,2020-04-01,CO,Bent,0,US
250,2020-04-01,CO,Boulder,312,US
251,2020-04-01,CO,Chaffee,109,US
252,2020-04-01,CO,Cheyenne,0,US
253,2020-04-01,CO,City and,1401,US
254,2020-04-01,CO,Clear Creek,10,US
255,2020-04-01,CO,Conejos,0,US
256,2020-04-01,CO,Costilla,0,US
257,2020-04-01,CO,Crowley,11,US
258,2020-04-01,CO,Custer,0,US
259,2020-04-01,CO,Delta,11,US
260,2020-04-01,CO,Dolores,0,US
261,2020-04-01,CO,Douglas,211,US
262,2020-04-01,CO,Eagle,77,US
263,2020-04-01,CO,El Paso,688,US
264,2020-04-01,CO,Elbert,11,US
265,2020-04-01,CO,Fremont,0,US
266,2020-04-01,CO,Garfield,22,US
267,2020-04-01,CO,Gilpin,0,US
268,2020-04-01,CO,Grand,0,US
269,2020-04-01,CO,Gunnison,43,US
270,2020-04-01,CO,Hinsdale,0,US
271,2020-04-01,CO,Huerfano,0,US
272,2020-04-01,CO,Jackson,0,US
273,2020-04-01,CO,Jefferson,635,US
274,2020-04-01,CO,Kiowa,0,US
275,2020-04-01,CO,Kit Carson,18,US
276,2020-04-01,CO,La Plata,0,US
277,2020-04-01,CO,Lake,0,US
278,2020-04-01,CO,Larimer,181,US
279,2020-04-01,CO,Las Animas,0,US
280,2020-04-01,CO,Lincoln,0,US
281,2020-04-01,CO,Logan,11,US
282,2020-04-01,CO,Mesa,0,US
283,2020-04-01,CO,Mineral,0,US
284,2020-04-01,CO,Moffat,0,US
285,2020-04-01,CO,Montezuma,22,US
286,2020-04-01,CO,Montrose,106,US
287,2020-04-01,CO,Morgan,114,US
288,2020-04-01,CO,Otero,7,US
289,2020-04-01,CO,Ouray,11,US
290,2020-04-01,CO,Park,0,US
291,2020-04-01,CO,Phillips,0,US
292,2020-04-01,CO,Pitkin,22,US
293,2020-04-01,CO,Prowers,0,US
294,2020-04-01,CO,Pueblo,92,US
295,2020-04-01,CO,Rio Blanco,0,US
296,2020-04-01,CO,Rio Grande,0,US
297,2020-04-01,CO,Routt,36,US
298,2020-04-01,CO,Saguache,0,US
299,2020-04-01,CO,San Juan,0,US
300,2020-04-01,CO,San Miguel,0,US
301,2020-04-01,CO,Sedgwick,0,US
302,2020-04-01,CO,Summit,11,US
303,2020-04-01,CO,Teller,22,US
304,2020-04-01,CO,Washington,0,US
305,2020-04-01,CO,Weld,874,US
306,2020-04-01,CO,Yuma,0,US
307,2020-04-01,CT,Fairfield,7371,PR
308,2020-04-01,CT,Hartford,5948,PR
309,2020-04-01,CT,Litchfield,772,PR
310,2020-04-01,CT,Middlesex,686,PR
311,2020-04-01,CT,New Haven,4520,PR
312,2020-04-01,CT,New London,278,PR
313,2020-04-01,CT,Tolland,368,PR
314,2020-04-01,CT,Windham,22,PR
315,2020-04-01,DC,District of Columbia ,1783,US
316,2020-04-01,DE,Kent,209,US
317,2020-04-01,DE,New Castle,552,US
318,2020-04-01,DE,Sussex,464,US
319,2020-04-01,FL,Alachua,18,PR
320,2020-04-01,FL,Baker,33,PR
321,2020-04-01,FL,Bay,24,PR
322,2020-04-01,FL,Bradford,22,PR
323,2020-04-01,FL,Brevard,85,PR
324,2020-04-01,FL,Broward,1766,PR
325,2020-04-01,FL,Calhoun,0,PR
326,2020-04-01,FL,Charlotte,153,PR
327,2020-04-01,FL,Citrus,107,PR
328,2020-04-01,FL,Clay,143,PR
329,2020-04-01,FL,Collier,156,PR
330,2020-04-01,FL,Columbia,6,PR
331,2020-04-01,FL,DeSoto,44,PR
332,2020-04-01,FL,Dixie,0,PR
333,2020-04-01,FL,Duval,200,PR
334,2020-04-01,FL,Escambia,115,PR
335,2020-04-01,FL,Flagler,22,PR
336,2020-04-01,FL,Franklin,0,PR
337,2020-04-01,FL,Gadsden,0,PR
338,2020-04-01,FL,Gilchrist,0,PR
339,2020-04-01,FL,Glades,11,PR
340,2020-04-01,FL,Gulf,0,PR
341,2020-04-01,FL,Hamilton,0,PR
342,2020-04-01,FL,Hardee,0,PR
343,2020-04-01,FL,Hendry,21,PR
344,2020-04-01,FL,Hernando,38,PR
345,2020-04-01,FL,Highlands,77,PR
346,2020-04-01,FL,Hillsborough,233,PR
347,2020-04-01,FL,Holmes,0,PR
348,2020-04-01,FL,Indian River,58,PR
349,2020-04-01,FL,Jackson,0,PR
350,2020-04-01,FL,Jefferson,18,PR
351,2020-04-01,FL,Lafayette,0,PR
352,2020-04-01,FL,Lake,103,PR
353,2020-04-01,FL,Lee,388,PR
354,2020-04-01,FL,Leon,24,PR
355,2020-04-01,FL,Levy,0,PR
356,2020-04-01,FL,Liberty,0,PR
357,2020-04-01,FL,Madison,21,PR
358,2020-04-01,FL,Manatee,458,PR
359,2020-04-01,FL,Marion,40,PR
360,2020-04-01,FL,Martin,53,PR
361,2020-04-01,FL,Miami-Dade,3177,PR
362,2020-04-01,FL,Monroe,33,PR
363,2020-04-01,FL,Nassau,0,PR
364,2020-04-01,FL,Okaloosa,34,PR
365,2020-04-01,FL,Okeechobee,0,PR
366,2020-04-01,FL,Orange,331,PR
367,2020-04-01,FL,Osceola,73,PR
368,2020-04-01,FL,Palm Beach,1690,PR
369,2020-04-01,FL,Pasco,48,PR
370,2020-04-01,FL,Pinellas,277,PR
371,2020-04-01,FL,Polk,199,PR
372,2020-04-01,FL,Putnam,11,PR
373,2020-04-01,FL,Santa Rosa,69,PR
374,2020-04-01,FL,Sarasota,372,PR
375,2020-04-01,FL,Seminole,81,PR
376,2020-04-01,FL,St. Johns,44,PR
377,2020-04-01,FL,St. Lucie,207,PR
378,2020-04-01,FL,Sumter,133,PR
379,2020-04-01,FL,Suwannee,120,PR
380,2020-04-01,FL,Taylor,0,PR
381,2020-04-01,FL,Union,0,PR
382,2020-04-01,FL,Volusia,174,PR
383,2020-04-01,FL,Wakulla,11,PR
384,2020-04-01,FL,Walton,0,PR
385,2020-04-01,FL,Washington,0,PR
386,2020-04-01,GA,Appling,38,PR
387,2020-04-01,GA,Atkinson,2,PR
388,2020-04-01,GA,Bacon,11,PR
389,2020-04-01,GA,Baker,11,PR
390,2020-04-01,GA,Baldwin,61,PR
391,2020-04-01,GA,Banks,0,PR
392,2020-04-01,GA,Barrow,37,PR
393,2020-04-01,GA,Bartow,308,PR
394,2020-04-01,GA,Ben Hill,0,PR
395,2020-04-01,GA,Berrien,0,PR
396,2020-04-01,GA,Bibb,65,PR
397,2020-04-01,GA,Bleckley,0,PR
398,2020-04-01,GA,Brantley,22,PR
399,2020-04-01,GA,Brooks,66,PR
400,2020-04-01,GA,Bryan,22,PR
401,2020-04-01,GA,Bulloch,22,PR
402,2020-04-01,GA,Burke,33,PR
403,2020-04-01,GA,Butts,33,PR
404,2020-04-01,GA,Calhoun,34,PR
405,2020-04-01,GA,Camden,8,PR
406,2020-04-01,GA,Candler,0,PR
407,2020-04-01,GA,Carroll,131,PR
408,2020-04-01,GA,Catoosa,0,PR
409,2020-04-01,GA,Charlton,0,PR
410,2020-04-01,GA,Chatham,74,PR
411,2020-04-01,GA,Chattahoochee,0,PR
412,2020-04-01,GA,Chattooga,13,PR
413,2020-04-01,GA,Cherokee,112,PR
414,2020-04-01,GA,Clarke,143,PR
415,2020-04-01,GA,Clay,22,PR
416,2020-04-01,GA,Clayton,247,PR
417,2020-04-01,GA,Clinch,0,PR
418,2020-04-01,GA,Cobb,810,PR
419,2020-04-01,GA,Coffee,49,PR
420,2020-04-01,GA,Colquitt,65,PR
421,2020-04-01,GA,Columbia,27,PR
422,2020-04-01,GA,Cook,11,PR
423,2020-04-01,GA,Coweta,44,PR
424,2020-04-01,GA,Crawford,0,PR
425,2020-04-01,GA,Crisp,26,PR
426,2020-04-01,GA,Dade,11,PR
427,2020-04-01,GA,Dawson,11,PR
428,2020-04-01,GA,DeKalb,408,PR
429,2020-04-01,GA,Decatur,11,PR
430,2020-04-01,GA,Dodge,4,PR
431,2020-04-01,GA,Dooly,79,PR
432,2020-04-01,GA,Dougherty,1210,PR
433,2020-04-01,GA,Douglas,97,PR
434,2020-04-01,GA,Early,162,PR
435,2020-04-01,GA,Echols,0,PR
436,2020-04-01,GA,Effingham,11,PR
437,2020-04-01,GA,Elbert,0,PR
438,2020-04-01,GA,Emanuel,0,PR
439,2020-04-01,GA,Evans,0,PR
440,2020-04-01,GA,Fannin,3,PR
441,2020-04-01,GA,Fayette,93,PR
442,2020-04-01,GA,Floyd,106,PR
443,2020-04-01,GA,Forsyth,90,PR
444,2020-04-01,GA,Franklin,1,PR
445,2020-04-01,GA,Fulton,1053,PR
446,2020-04-01,GA,Gilmer,0,PR
447,2020-04-01,GA,Glascock,0,PR
448,2020-04-01,GA,Glynn,8,PR
449,2020-04-01,GA,Gordon,109,PR
450,2020-04-01,GA,Grady,29,PR
451,2020-04-01,GA,Greene,14,PR
452,2020-04-01,GA,Gwinnett,535,PR
453,2020-04-01,GA,Habersham,45,PR
454,2020-04-01,GA,Hall,134,PR
455,2020-04-01,GA,Hancock,4,PR
456,2020-04-01,GA,Haralson,11,PR
457,2020-04-01,GA,Harris,22,PR
458,2020-04-01,GA,Hart,0,PR
459,2020-04-01,GA,Heard,11,PR
460,2020-04-01,GA,Henry,116,PR
461,2020-04-01,GA,Houston,141,PR
462,2020-04-01,GA,Irwin,9,PR
463,2020-04-01,GA,Jackson,12,PR
464,2020-04-01,GA,Jasper,0,PR
465,2020-04-01,GA,Jeff Davis,11,PR
466,2020-04-01,GA,Jefferson,11,PR
467,2020-04-01,GA,Jenkins,11,PR
468,2020-04-01,GA,Johnson,17,PR
469,2020-04-01,GA,Jones,0,PR
470,2020-04-01,GA,Lamar,3,PR
471,2020-04-01,GA,Lanier,11,PR
472,2020-04-01,GA,Laurens,11,PR
473,2020-04-01,GA,Lee,200,PR
474,2020-04-01,GA,Liberty,0,PR
475,2020-04-01,GA,Lincoln,0,PR
476,2020-04-01,GA,Long,0,PR
477,2020-04-01,GA,Lowndes,42,PR
478,2020-04-01,GA,Lumpkin,4,PR
479,2020-04-01,GA,Macon,27,PR
480,2020-04-01,GA,Madison,11,PR
481,2020-04-01,GA,Marion,11,PR
482,2020-04-01,GA,McDuffie,42,PR
483,2020-04-01,GA,McIntosh,0,PR
484,2020-04-01,GA,Meriwether,0,PR
485,2020-04-01,GA,Miller,0,PR
486,2020-04-01,GA,Mitchell,285,PR
487,2020-04-01,GA,Monroe,15,PR
488,2020-04-01,GA,Montgomery,0,PR
489,2020-04-01,GA,Morgan,0,PR
490,2020-04-01,GA,Murray,0,PR
491,2020-04-01,GA,Muscogee,52,PR
492,2020-04-01,GA,Newton,63,PR
493,2020-04-01,GA,Oconee,0,PR
494,2020-04-01,GA,Oglethorpe,32,PR
495,2020-04-01,GA,Paulding,79,PR
496,2020-04-01,GA,Peach,22,PR
497,2020-04-01,GA,Pickens,22,PR
498,2020-04-01,GA,Pierce,25,PR
499,2020-04-01,GA,Pike,22,PR
500,2020-04-01,GA,Polk,0,PR
501,2020-04-01,GA,Pulaski,11,PR
502,2020-04-01,GA,Putnam,37,PR
503,2020-04-01,GA,Quitman,11,PR
504,2020-04-01,GA,Rabun,0,PR
505,2020-04-01,GA,Randolph,198,PR
506,2020-04-01,GA,Richmond,149,PR
507,2020-04-01,GA,Rockdale,66,PR
508,2020-04-01,GA,Schley,11,PR
509,2020-04-01,GA,Screven,11,PR
510,2020-04-01,GA,Seminole,22,PR
511,2020-04-01,GA,Spalding,89,PR
512,2020-04-01,GA,Stephens,11,PR
513,2020-04-01,GA,Stewart,0,PR
514,2020-04-01,GA,Sumter,248,PR
515,2020-04-01,GA,Talbot,11,PR
516,2020-04-01,GA,Taliaferro,0,PR
517,2020-04-01,GA,Tattnall,0,PR
518,2020-04-01,GA,Taylor,22,PR
519,2020-04-01,GA,Telfair,0,PR
520,2020-04-01,GA,Terrell,192,PR
521,2020-04-01,GA,Thomas,176,PR
522,2020-04-01,GA,Tift,42,PR
523,2020-04-01,GA,Toombs,33,PR
524,2020-04-01,GA,Towns,3,PR
525,2020-04-01,GA,Treutlen,0,PR
526,2020-04-01,GA,Troup,44,PR
527,2020-04-01,GA,Turner,69,PR
528,2020-04-01,GA,Twiggs,0,PR
529,2020-04-01,GA,Union,11,PR
530,2020-04-01,GA,Upson,158,PR
531,2020-04-01,GA,Walker,0,PR
532,2020-04-01,GA,Walton,26,PR
533,2020-04-01,GA,Ware,89,PR
534,2020-04-01,GA,Warren,0,PR
535,2020-04-01,GA,Washington,11,PR
536,2020-04-01,GA,Wayne,0,PR
537,2020-04-01,GA,Webster,5,PR
538,2020-04-01,GA,Wheeler,0,PR
539,2020-04-01,GA,White,0,PR
540,2020-04-01,GA,Whitfield,44,PR
541,2020-04-01,GA,Wilcox,73,PR
542,2020-04-01,GA,Wilkes,0,PR
543,2020-04-01,GA,Wilkinson,22,PR
544,2020-04-01,GA,Worth,93,PR
545,2020-04-01,HI,City and,76,US
546,2020-04-01,HI,Hawaii,0,US
547,2020-04-01,HI,Kalawao,0,US
548,2020-04-01,HI,Kauai,0,US
549,2020-04-01,HI,Maui,37,US
550,2020-04-01,IA,Adair,0,US
551,2020-04-01,IA,Adams,0,US
552,2020-04-01,IA,Allamakee,33,US
553,2020-04-01,IA,Appanoose,22,US
554,2020-04-01,IA,Audubon,0,US
555,2020-04-01,IA,Benton,11,US
556,2020-04-01,IA,Black Hawk,85,US
557,2020-04-01,IA,Boone,0,US
558,2020-04-01,IA,Bremer,19,US
559,2020-04-01,IA,Buchanan,0,US
560,2020-04-01,IA,Buena Vista,0,US
561,2020-04-01,IA,Butler,0,US
562,2020-04-01,IA,Calhoun,0,US
563,2020-04-01,IA,Carroll,0,US
564,2020-04-01,IA,Cass,0,US
565,2020-04-01,IA,Cedar,0,US
566,2020-04-01,IA,Cerro Gordo,0,US
567,2020-04-01,IA,Cherokee,0,US
568,2020-04-01,IA,Chickasaw,0,US
569,2020-04-01,IA,Clarke,0,US
570,2020-04-01,IA,Clay,0,US
571,2020-04-01,IA,Clayton,11,US
572,2020-04-01,IA,Clinton,5,US
573,2020-04-01,IA,Crawford,11,US
574,2020-04-01,IA,Dallas,0,US
575,2020-04-01,IA,Davis,0,US
576,2020-04-01,IA,Decatur,0,US
577,2020-04-01,IA,Delaware,0,US
578,2020-04-01,IA,Des Moines,5,US
579,2020-04-01,IA,Dickinson,0,US
580,2020-04-01,IA,Dubuque,18,US
581,2020-04-01,IA,Emmet,0,US
582,2020-04-01,IA,Fayette,0,US
583,2020-04-01,IA,Floyd,0,US
584,2020-04-01,IA,Franklin,0,US
585,2020-04-01,IA,Fremont,0,US
586,2020-04-01,IA,Greene,0,US
587,2020-04-01,IA,Grundy,0,US
588,2020-04-01,IA,Guthrie,0,US
589,2020-04-01,IA,Hamilton,0,US
590,2020-04-01,IA,Hancock,0,US
591,2020-04-01,IA,Hardin,0,US
592,2020-04-01,IA,Harrison,0,US
593,2020-04-01,IA,Henry,11,US
594,2020-04-01,IA,Howard,0,US
595,2020-04-01,IA,Humboldt,0,US
596,2020-04-01,IA,Ida,0,US
597,2020-04-01,IA,Iowa,0,US
598,2020-04-01,IA,Jackson,0,US
599,2020-04-01,IA,Jasper,2,US
600,2020-04-01,IA,Jefferson,0,US
601,2020-04-01,IA,Johnson,49,US
602,2020-04-01,IA,Jones,0,US
603,2020-04-01,IA,Keokuk,0,US
604,2020-04-01,IA,Kossuth,0,US
605,2020-04-01,IA,Lee,0,US
606,2020-04-01,IA,Linn,366,US
607,2020-04-01,IA,Louisa,22,US
608,2020-04-01,IA,Lucas,0,US
609,2020-04-01,IA,Lyon,0,US
610,2020-04-01,IA,Madison,11,US
611,2020-04-01,IA,Mahaska,11,US
612,2020-04-01,IA,Marion,0,US
613,2020-04-01,IA,Marshall,3,US
614,2020-04-01,IA,Mills,0,US
615,2020-04-01,IA,Mitchell,0,US
616,2020-04-01,IA,Monona,0,US
617,2020-04-01,IA,Monroe,0,US
618,2020-04-01,IA,Montgomery,0,US
619,2020-04-01,IA,Muscatine,80,US
620,2020-04-01,IA,O'Brien,0,US
621,2020-04-01,IA,Osceola,0,US
622,2020-04-01,IA,Page,0,US
623,2020-04-01,IA,Palo Alto,0,US
624,2020-04-01,IA,Plymouth,0,US
625,2020-04-01,IA,Pocahontas,0,US
626,2020-04-01,IA,Polk,260,US
627,2020-04-01,IA,Pottawattamie,13,US
628,2020-04-01,IA,Poweshiek,15,US
629,2020-04-01,IA,Ringgold,0,US
630,2020-04-01,IA,Sac,0,US
631,2020-04-01,IA,Scott,47,US
632,2020-04-01,IA,Shelby,0,US
633,2020-04-01,IA,Sioux,0,US
634,2020-04-01,IA,Story,3,US
635,2020-04-01,IA,Tama,75,US
636,2020-04-01,IA,Taylor,0,US
637,2020-04-01,IA,Union,0,US
